"id_formula","id_formulaX","id_formulaY","formulaImgPath","otherPrice","id_otherCurreny","id_otherUnit","type","id_car","version","name_formula","c_year","variant","duplicate","colorCode","colorRGB","clientName","cardNumber","seqnum","state","id_formulaZ","id_formulaZp","id_formulaZ2p","id_formulaXp","id_formulaX2p","id_formulaYp","id_formulaY2p","isEquation15perc4201","converted","Date_cre_mod","noEquation4201_180","colorRGBPerc","code_formulaX","code_formulaXp","code_formulaXpp","code_formulaY","code_formulaYp","code_formulaYpp","code_formulaZ","code_formulaZp","code_formulaZpp"
15579,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","SAFRANGELB (Couche)","-","","0","1017","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15581,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","ZINKGELB (Couche)","-","","0","1018","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15583,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","GRAUBEIGE","-","","0","1019","0","","",1,"U",,,,,,,,,"1","5:7:2018:11:34:48",0,"",,,,,,,,,
15584,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","OLIVGELB","-","","0","1020","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15585,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","RAPSGELB (Couche)","-","","0","1021","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15587,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","GELB (Couche)","-","","0","1023","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15589,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","OCKERGELB","-","","0","1024","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15590,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","CURRYGELB","-","","0","1027","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15591,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","MELONENGELB (Couche)","-","","0","1028","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15593,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","GINSTERGELB (Couche)","-","","0","1032","0","","Solo 2",1,"U",,,,,,,,,"0",,,,,,,,,,,,
15595,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","DALIENGELB (Couche)","-","","0","1033","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15597,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","PASTELLGELB","-","","0","1034","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15598,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","SONNENGELB (Couche)","-","","0","1037","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15601,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","GELBORANGE","-","","0","2000","0","","Solo 2",2,"U",,,,,,,,,"0",,,,,,,,,,,,
15602,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","ROTORANGE","-","","0","2001","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15603,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","BLUTORANGE","-","","0","2002","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15604,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","PASTELLORANGE (Couche)","-","","0","2003","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15606,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","REINORANGE","-","","0","2004","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15607,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","HELLROTORANGE","-","","0","2008","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15608,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","VERKEHRSORANGE (Couche)","-","","0","2009","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15610,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","SIGNALORANGE (Couche)","-","","0","2010","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15612,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","TIEFORANGE","-","","0","2011","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15613,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","LACHSORANGE","-","","0","2012","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15614,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","FEUERROT (Couche)","-","","0","3000","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15616,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","SIGNALROT","-","","0","3001","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15617,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","KARMINROT","-","","0","3002","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15618,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","RUBINROT (Couche)","-","","0","3003","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15620,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","PURPURROT (Couche)","-","","0","3004","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15622,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","WEINROT","-","","0","3005","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15623,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","SCHWARZROT","-","","0","3007","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15624,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","OXIDROT","-","","0","3009","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15625,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","BRAUNROT","-","","0","3011","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15626,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","BEIGEROT","-","","0","3012","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15627,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","TOMATENROT","-","","0","3013","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15628,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","ALTROSA","-","","0","3014","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15629,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","HELLROSA (Couche)","-","","0","3015","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15631,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","KORALLENROT","-","","0","3016","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15632,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","ROSE","-","","0","3017","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15633,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","ERDBEERROT","-","","0","3018","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15634,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","VERKEHRSROT (Couche)","-","","0","3020","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15636,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","LACHSROT (Couche)","-","","0","3022","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15638,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","HIMBEERROT","-","","0","3027","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15639,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","ORIENTROT","-","","0","3031","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15640,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","ROTLILA","-","","0","4001","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15641,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","ROTVIOLETT","-","","0","4002","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15642,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","ERIKAVIOLETT","-","","0","4003","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15643,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","BORDEAUXVIOLETT (Couche)","-","","0","4004","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15645,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","BLAULILA","-","","0","4005","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15646,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","VERKEHRSPURPUR (Couche)","-","","0","4006","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15648,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","PURPURVIOLETT (Couche)","-","","0","4007","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15650,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","SIGNALVIOLETT","-","","0","4008","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15651,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","PASTELLVIOLETT","-","","0","4009","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15652,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","MAGENTA","-","","0","4010","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15653,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","VIOLETTBLAU","-","","0","5000","0","","",1,"U",,,,,,,,,"1",,0,"",,,,,,,,,
15654,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","GRUENBLAU","-","","0","5001","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15657,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","SAPHIRBLAU","-","","0","5003","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15658,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","SCHWARZBLAU","-","","0","5004","0","","",1,"U",,,,,,,,,"1",,0,"",,,,,,,,,
15659,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","SIGNALBLAU","-","","0","5005","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15660,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","BRILLANTBLAU","-","","0","5007","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15661,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","GRAUBLAU","-","","0","5008","0","","",1,"U",,,,,,,,,"1",,0,"",,,,,,,,,
15662,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","AZURBLAU","-","","0","5009","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15663,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","ENZIANBLAU","-","","0","5010","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15664,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","STAHLBLAU","-","","0","5011","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15665,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","LICHTBLAU","-","","0","5012","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15666,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","KOBALTBLAU","-","","0","5013","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15667,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","TAUBENBLAU","-","","0","5014","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15668,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","HIMMELBLAU","-","","0","5015","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15669,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","VERKEHRSBLAU","-","","0","5017","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15670,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","TUERKISBLAU","-","","0","5018","0","","",1,"U",,,,,,,,,"1","19:7:2018:8:6:39",0,"",,,,,,,,,
15671,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","CAPRIBLAU","-","","0","5019","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15672,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","OZEANBLAU","-","","0","5020","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15673,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","WASSERBLAU","-","","0","5021","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15674,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","NACHTBLAU","-","","0","5022","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15675,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","FERNBLAU","-","","0","5023","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15676,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","PASTELLBLAU","-","","0","5024","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15677,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","PATINAGRUEN","-","","0","6000","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15678,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","SMARAGDGRUEN","-","","0","6001","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15679,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","LAUBGRUEN","-","","0","6002","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15680,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","OLIVGRUEN","-","","0","6003","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15681,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","BLAUGRUEN","-","","0","6004","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15682,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","MOOSGRUEN","-","","0","6005","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15683,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","GRAUOLIV","-","","0","6006","0","","",1,"U",,,,,,,,,"1","5:7:2018:11:43:12",0,"",,,,,,,,,
15684,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","FLASCHENGRUEN","-","","0","6007","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15685,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","BRAUNGRUEN","-","","0","6008","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15686,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","TANNENGRUEN","-","","0","6009","0","","",1,"U",,,,,,,,,"1","18:7:2018:12:20:2",0,"",,,,,,,,,
15687,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","GRASGRUEN","-","","0","6010","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15688,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","RESEDAGRUEN","-","","0","6011","0","","",1,"U",,,,,,,,,"1","12:7:2018:12:16:0",0,"",,,,,,,,,
15689,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","SCHWARZGRUEN","-","","0","6012","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15690,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","SCHILFGRUEN","-","","0","6013","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15691,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","GELBOLIV","-","","0","6014","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15692,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","SCHWARZOLIV","-","","0","6015","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15693,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","TUERKISGRUEN","-","","0","6016","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15694,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","MAIGRUEN","-","","0","6017","0","","",1,"U",,,,,,,,,"1",,0,"",,,,,,,,,
15695,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","GELBGRUEN","-","","0","6018","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15696,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","WEISSGRUEN","-","","0","6019","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15697,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","CHROMOXIDGRUEN","-","","0","6020","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15698,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","BLASSGRUEN","-","","0","6021","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15699,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","BRAUNOLIV","-","","0","6022","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15700,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","VERKEHRSGRUEN","-","","0","6024","0","","",1,"U",,,,,,,,,"1",,0,"",,,,,,,,,
15701,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","FARNGRUEN","-","","0","6025","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15702,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","OPALGRUEN","-","","0","6026","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15703,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","LICHTGRUEN","-","","0","6027","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15704,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","KIEFERNGRUEN","-","","0","6028","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15705,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","MINZGRUEN","-","","0","6029","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15706,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","SIGNALGRUEN","-","","0","6032","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15707,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","MINTTUERKIS","-","","0","6033","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15708,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","PASTELLTUERKIS","-","","0","6034","0","","",1,"U",,,,,,,,,"1","11:7:2018:12:6:54",0,"",,,,,,,,,
15709,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","FEHGRAU","-","","0","7000","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15710,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","SILBERGRAU","-","","0","7001","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15711,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","OLIVGRAU","-","","0","7002","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15712,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","MOOSGRAU","-","","0","7003","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15713,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","SIGNALGRAU","-","","0","7004","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15714,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","MAUSGRAU","-","","0","7005","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15715,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","BEIGEGRAU","-","","0","7006","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15716,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","KHAKIGRAU","-","","0","7008","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15717,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","GRUENGRAU","-","","0","7009","0","","",1,"U",,,,,,,,,"1","5:7:2018:11:41:13",0,"",,,,,,,,,
15718,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","ZELTGRAU","-","","0","7010","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15719,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","EISENGRAU","-","","0","7011","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15720,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","BASALTGRAU","-","","0","7012","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15721,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","BRAUNGRAU","-","","0","7013","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15722,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","SCHIEFERGRAU","-","","0","7015","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15723,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","ANTHRAZITGRAU","-","","0","7016","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15724,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","SCHWARZGRAU","-","","0","7021","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15725,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","UMBRAGRAU","-","","0","7022","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15726,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","BETONGRAU","-","","0","7023","0","","",1,"U",,,,,,,,,"1",,0,"",,,,,,,,,
15727,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","GRAPHITGRAU","-","","0","7024","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15728,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","PERLGRAU","-","","0","7025","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15729,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","GRANITGRAU","-","","0","7026","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15730,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","STEINGRAU","-","","0","7030","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15731,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","BLAUGRAU","-","","0","7031","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15732,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","KIESELGRAU","-","","0","7032","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15733,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","ZEMENTGRAU","-","","0","7033","0","","",1,"U",,,,,,,,,"1",,0,"",,,,,,,,,
15734,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","GELBGRAU","-","","0","7034","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15735,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","LICHTGRAU","-","","0","7035","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15736,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","PLATINGRAU","-","","0","7036","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
15737,-1,-1,"0                                                                                                   ",0.00,0,0,"2K",48,"S1","STAUBGRAU","-","","0","7037","0","","",0,"0",,,,,,,,,"1",,,,,,,,,,,,
